q1,v1,q2,v2,viable
2.892036541920967,4.4805919507980345,3.415481928081995,2.2543390254422935,0.0
3.7854674701801043,9.49152889799382,3.83283013360076,4.576902292347677,0.0
2.7638182635761597,3.891672634276981,3.673256558059253,-9.48093169733163,0.0
2.493193290752013,-5.251996193006359,3.8219278473054947,-3.5802276234725365,0.0
2.7592925725841635,0.7336512039469252,3.3124192515150543,7.938311915010509,0.0
2.5987707590931577,4.398268890881326,3.0257635071087625,4.561635659965852,0.0
3.3742655131141057,-8.934024593668354,2.7307852655077505,7.101329515391075,0.0
2.678494980012604,6.998579327455797,3.5779135072923545,-2.0409404346437476,0.0
3.4568841561869923,2.522992119681538,2.478269814429315,-1.7986815688734978,0.0
2.654095164186153,-0.9723808942177499,3.601166157429309,7.953400128923295,0.0
3.1303173257502297,-0.08270859614752268,2.659060486628087,-9.24437891173189,0.0
3.8582569639644033,7.344954180934554,3.3407841638908686,-5.369642712091527,0.0
2.4461016168608003,7.827854627023775,3.236777618044736,-0.41177623882646586,0.0
3.5870061814736185,3.2463019166199523,2.742868109805004,1.6973348434760087,0.0
3.4782136577278564,0.41883557909500624,3.823267275858469,7.977414000598543,0.0
3.0136783830877127,-6.292338896815655,3.202666526315184,5.163956634091772,0.0
2.5170921638293993,-7.507222382483025,2.575899523268708,3.6998300394822508,0.0
3.185699596555879,-1.0831979889142413,2.5727751686123534,-6.415300096427831,0.0
3.2782532900273815,-3.81581613421889,3.7582405764371147,4.85732645940322,0.0
2.7626867156948793,-8.790921211306465,2.676014837921527,7.283698264514651,0.0
2.582736359426231,6.53125283201641,3.125076250989039,5.1070785776156225,0.0
3.048598408905228,3.54692546366657,3.2917874879140756,1.6623203886760347,0.0
3.912600017528693,9.73812377075264,2.6817865708914512,-6.748660467729635,0.0
2.4085801094022994,8.770626271931462,2.4262755017231328,-7.258582054259226,0.0
3.577347663505204,-9.313210261126375,2.784612747870409,-8.974133451471968,0.0
3.0870446161376166,-4.995365027556684,2.8323898588073844,1.992418693005881,0.0
3.870882983692836,3.2343578899596928,2.418101097835597,2.7954767065344193,0.0
3.5305249442873796,1.3933787099463917,3.4917073019441434,8.050627181190865,0.0
2.735524791865574,9.73851082315468,2.895077767457116,8.031266987507756,0.0
3.902457629575442,3.8468396410005017,3.0794588799813822,1.0759949761854948,0.0
2.8299082171122656,-6.2453204473807045,2.5368278303465766,-1.531787587626038,0.0
3.6597766253725306,7.98839952472796,2.7496656635104246,7.952948069640637,0.0
3.4006178871882486,-6.449986380811071,2.6675905512267044,-9.422827132142116,0.0
2.9660303801065337,4.975344285209955,3.3530229038773873,-4.245700170147144,0.0
3.916028685890543,-4.752356954600245,3.4756334000528293,-0.9342025400647458,0.0
3.3566045816647296,5.903878510992527,3.8327237411110984,6.93042022442577,0.0
3.036706174412722,-3.426526176680995,3.7588771636330947,4.02721916905614,0.0
3.068928374831531,4.077410330752391,3.401428670801217,-4.640542522394872,0.0
3.0696224891914747,-9.72181877561171,3.83513512659051,6.1796862005239035,0.0
3.7579547850884456,-1.7642450253127144,2.4106396303049484,-8.56501176681219,0.0
3.3478009746289543,5.799746192813304,2.3711698052339267,2.824316960171396,0.0
2.7596298298333237,9.286468466971634,2.3646465305131734,-8.475806950913023,0.0
2.579918267190102,0.03541037638781219,2.8922401516884175,8.986091307603793,0.0
3.8563701541582325,9.519000090448262,3.658344233618309,-8.959767716830944,0.0
3.7331210021902232,-7.62256182325153,2.873360821742482,-6.295851527859069,0.0
3.175174179806033,-8.573636711161594,3.41523627687912,1.0345771582976724,0.0
3.8746433956217903,-5.092330511777972,2.5363662680954477,1.9479575947964083,0.0
3.332020031387943,4.079462074841549,3.38135459447554,-5.004902377079339,0.0
3.2699200583581574,7.312847498796234,3.3699313601128518,3.5048931697953094,0.0
3.411262445764593,4.338752712685203,3.085447308935644,5.124443672496806,0.0
2.6104152822977817,-4.253766226541802,3.305594369188167,4.594354953121476,0.0
3.0560361867036496,3.167977111329872,3.568046809069463,2.6558462470088724,0.0
2.378816786036691,4.484847285881347,2.4840168202353587,2.38578432313707,0.0
2.4646822966001207,-0.12389282228159715,2.9540885641352883,-3.8313820263073968,0.0
3.6292230229822184,-6.69917489519298,2.500545803785522,-0.2343121687390255,0.0
2.618797518692887,-3.447109003463975,2.897592733033296,-2.7427833000139312,0.0
3.4040190919153472,-6.391443613682357,2.834395435115066,4.56748729244114,0.0
2.880350172449803,4.131205700307801,3.1569917410930497,-2.0622408454652597,0.0
3.526998300420891,3.68198280266283,3.1243675627887955,-4.42212765633953,0.0
2.3762737750945013,-0.24810010601633437,2.5975242635504228,-0.6894147061726343,0.0
3.7375290693303533,3.9224702043143616,3.145392417156733,-5.740500921555349,0.0
3.2161343953232757,-6.8965874673142435,2.4659788604554636,-6.001419764388778,0.0
3.2053629412822877,4.8736154997004135,3.4201230202042767,0.4161075949138411,0.0
2.5940855124954507,3.9129083930455373,2.956444239319373,-7.699362735853095,0.0
3.1098271574489083,-8.566757865675523,3.243507621406822,3.738582865790896,0.0
3.6206814075734095,-1.7412255246604538,2.6260283013964383,-4.922204917221247,0.0
2.930374007627626,-9.954256214902761,3.1376300221584463,-2.180843632240763,0.0
2.9988316360944256,5.406811229655748,3.648065984594969,-6.496216655582647,0.0
3.1713293562226434,-6.636262641671342,2.831555059650272,-5.382132475887409,0.0
3.8709246515234446,-7.286723867514324,3.347185939231731,-9.122691140063548,0.0
2.7424569096273332,-3.5789331699503446,3.134019435531897,0.17715450393846055,0.0
3.8966845973205793,7.817053216136145,3.686967226768968,3.9208289239547227,0.0
